run_idx,prompt_id,prompt_text,seed,condition,node_type,angle,d_target,prefix,expected_file
227,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S02_linocut_s1337_Block_3_neg,S02_linocut_s1337_Block_3_neg_00001_.png
228,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s1337_scramble_C,S02_linocut_s1337_scramble_C_00001_.png
229,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s1337_scramble_D,S02_linocut_s1337_scramble_D_00001_.png
230,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s4242145_Block_3_pos,S02_linocut_s4242145_Block_3_pos_00001_.png
231,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S02_linocut_s4242145_Block_3_neg,S02_linocut_s4242145_Block_3_neg_00001_.png
232,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s4242145_scramble_C,S02_linocut_s4242145_scramble_C_00001_.png
233,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s4242145_scramble_D,S02_linocut_s4242145_scramble_D_00001_.png
234,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s42_Block_3_pos,S03_cyberpunk_s42_Block_3_pos_00001_.png
235,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s42_Block_3_neg,S03_cyberpunk_s42_Block_3_neg_00001_.png
236,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s42_scramble_C,S03_cyberpunk_s42_scramble_C_00001_.png
237,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s42_scramble_D,S03_cyberpunk_s42_scramble_D_00001_.png
238,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s1337_Block_3_pos,S03_cyberpunk_s1337_Block_3_pos_00001_.png
239,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s1337_Block_3_neg,S03_cyberpunk_s1337_Block_3_neg_00001_.png
240,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s1337_scramble_C,S03_cyberpunk_s1337_scramble_C_00001_.png
241,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s1337_scramble_D,S03_cyberpunk_s1337_scramble_D_00001_.png
242,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s4242145_Block_3_pos,S03_cyberpunk_s4242145_Block_3_pos_00001_.png
243,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s4242145_Block_3_neg,S03_cyberpunk_s4242145_Block_3_neg_00001_.png
244,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s4242145_scramble_C,S03_cyberpunk_s4242145_scramble_C_00001_.png
245,S03_cyberpunk,"Style: neon cyberpunk digital art, glowing vibrant neon lights, glossy surfaces, chromatic aberration, high-tech aesthetic. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S03_cyberpunk_s4242145_scramble_D,S03_cyberpunk_s4242145_scramble_D_00001_.png
246,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s42_Block_3_pos,S04_gouache_s42_Block_3_pos_00001_.png
247,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S04_gouache_s42_Block_3_neg,S04_gouache_s42_Block_3_neg_00001_.png
248,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s42_scramble_C,S04_gouache_s42_scramble_C_00001_.png
249,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s42_scramble_D,S04_gouache_s42_scramble_D_00001_.png
250,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s1337_Block_3_pos,S04_gouache_s1337_Block_3_pos_00001_.png
251,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S04_gouache_s1337_Block_3_neg,S04_gouache_s1337_Block_3_neg_00001_.png
252,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s1337_scramble_C,S04_gouache_s1337_scramble_C_00001_.png
253,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s1337_scramble_D,S04_gouache_s1337_scramble_D_00001_.png
254,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_Block_3_pos,S04_gouache_s4242145_Block_3_pos_00001_.png
255,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_Block_3_neg,S04_gouache_s4242145_Block_3_neg_00001_.png
256,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_scramble_C,S04_gouache_s4242145_scramble_C_00001_.png
257,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_scramble_D,S04_gouache_s4242145_scramble_D_00001_.png
258,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s42_Block_3_pos,S05_pencil_s42_Block_3_pos_00001_.png
259,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S05_pencil_s42_Block_3_neg,S05_pencil_s42_Block_3_neg_00001_.png
260,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s42_scramble_C,S05_pencil_s42_scramble_C_00001_.png
261,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s42_scramble_D,S05_pencil_s42_scramble_D_00001_.png
262,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s1337_Block_3_pos,S05_pencil_s1337_Block_3_pos_00001_.png
263,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S05_pencil_s1337_Block_3_neg,S05_pencil_s1337_Block_3_neg_00001_.png
264,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s1337_scramble_C,S05_pencil_s1337_scramble_C_00001_.png
265,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s1337_scramble_D,S05_pencil_s1337_scramble_D_00001_.png
266,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_Block_3_pos,S05_pencil_s4242145_Block_3_pos_00001_.png
267,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_Block_3_neg,S05_pencil_s4242145_Block_3_neg_00001_.png
268,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_scramble_C,S05_pencil_s4242145_scramble_C_00001_.png
269,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_scramble_D,S05_pencil_s4242145_scramble_D_00001_.png
270,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s42_Block_3_pos,S06_pastel_s42_Block_3_pos_00001_.png
271,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S06_pastel_s42_Block_3_neg,S06_pastel_s42_Block_3_neg_00001_.png
272,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s42_scramble_C,S06_pastel_s42_scramble_C_00001_.png
273,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s42_scramble_D,S06_pastel_s42_scramble_D_00001_.png
274,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s1337_Block_3_pos,S06_pastel_s1337_Block_3_pos_00001_.png
275,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S06_pastel_s1337_Block_3_neg,S06_pastel_s1337_Block_3_neg_00001_.png
276,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s1337_scramble_C,S06_pastel_s1337_scramble_C_00001_.png
277,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s1337_scramble_D,S06_pastel_s1337_scramble_D_00001_.png
278,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_Block_3_pos,S06_pastel_s4242145_Block_3_pos_00001_.png
279,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_Block_3_neg,S06_pastel_s4242145_Block_3_neg_00001_.png
280,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_scramble_C,S06_pastel_s4242145_scramble_C_00001_.png
281,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_scramble_D,S06_pastel_s4242145_scramble_D_00001_.png
282,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S07_comic_s42_Block_3_pos,S07_comic_s42_Block_3_pos_00001_.png
283,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S07_comic_s42_Block_3_neg,S07_comic_s42_Block_3_neg_00001_.png
284,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S07_comic_s42_scramble_C,S07_comic_s42_scramble_C_00001_.png
285,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S07_comic_s42_scramble_D,S07_comic_s42_scramble_D_00001_.png
286,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S07_comic_s1337_Block_3_pos,S07_comic_s1337_Block_3_pos_00001_.png
287,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S07_comic_s1337_Block_3_neg,S07_comic_s1337_Block_3_neg_00001_.png
288,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S07_comic_s1337_scramble_C,S07_comic_s1337_scramble_C_00001_.png
289,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S07_comic_s1337_scramble_D,S07_comic_s1337_scramble_D_00001_.png
290,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S07_comic_s4242145_Block_3_pos,S07_comic_s4242145_Block_3_pos_00001_.png
291,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S07_comic_s4242145_Block_3_neg,S07_comic_s4242145_Block_3_neg_00001_.png
292,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S07_comic_s4242145_scramble_C,S07_comic_s4242145_scramble_C_00001_.png
293,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S07_comic_s4242145_scramble_D,S07_comic_s4242145_scramble_D_00001_.png
294,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s42_Block_3_pos,S08_papercraft_s42_Block_3_pos_00001_.png
295,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s42_Block_3_neg,S08_papercraft_s42_Block_3_neg_00001_.png
296,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s42_scramble_C,S08_papercraft_s42_scramble_C_00001_.png
297,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s42_scramble_D,S08_papercraft_s42_scramble_D_00001_.png
298,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_Block_3_pos,S08_papercraft_s1337_Block_3_pos_00001_.png
299,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_Block_3_neg,S08_papercraft_s1337_Block_3_neg_00001_.png
300,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_scramble_C,S08_papercraft_s1337_scramble_C_00001_.png
301,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_scramble_D,S08_papercraft_s1337_scramble_D_00001_.png
